id_venta,fecha,rut_cliente,id_producto,cantidad,monto_neto,canal,vendedor,tipo_documento
F-011727,2025-11-14,71634481-8,SKU-1038,35,874650,Ecommerce,V-01,VENTA
F-007870,2025-11-26,72.354.411-7,SKU-1026,2,6980,Televenta,V-04,VENTA
F-003681,2025-10-25,73660589-5,SKU-1026,27,94230,Tienda,NULL,VENTA
F-013275,2025-11-17,75804200-k,SKU-1004,6,53940,Tienda,V-04,VENTA
F-010902,2025-10-23,78.536.702-7,SKU-1019,11,21890,Televenta,V-06,VENTA
F-000431,2025-09-30,79.738.017-0,SKU-1020,55,714450,Ecommerce,V-02,VENTA
F-000149,2025-02-04,71.634.481-8,SKU-1034,35,314650,Ecommerce,V-01,VENTA
F-011670,18/09/25,76124429-6,SKU-1039,50,-174500,Tienda,V-02,VENTA
F-003468,2025-04-19,79.808.856-2,SKU-1034,53,317470,Tienda,V-05,VENTA
F-014279,2025-08-13,761244296,SKU-1028,2,17980,Ecommerce,V-02,VENTA
F-000416,15-06-2025,76502858-K,SKU-1017,1,24990,Televenta,V-02,VENTA
F-001232,03-12-2025,716344818,SKU-1039,25,324750,Televenta,V-02,VENTA
F-000542,2025-08-19,73584180-3,SKU-1029,47,164030,Tienda,V-01,VENTA
F-007562,30-04-2025,72.048.560-8,SKU-1020,60,209400,Distribuidor,V-06,VENTA
F-002065,2025-02-15,77521545-4,SKU-1023,37,332630,Distribuidor,V-02,VENTA
F-003923,2025-09-19,73.584.180-3,SKU-1020,4,35960,Televenta,V-04,VENTA
F-001409,2025-02-03,775778335,SKU-1012,21,524790,Distribuidor,V-01,VENTA
F-003569,2025-08-19,736605895,SKU-1024,40,79600,Distribuidor,V-04,VENTA
F-000772,2025-01-18,71275970-3,SKU-1002,4,51960,Televenta,V-03,VENTA
F-011567,2025-09-09,71.634.481-8,SKU-1027,26,233740,Distribuidor,V-04,VENTA
F-002897,24-05-2025,78.980.980-6,SKU-1029,29,376710,Televenta,V-05,VENTA
F-008979,06-05-2025,76476979-9,SKU-1012,17,33830,Distribuidor,V-06,VENTA
F-000764,2025-04-20,75804200-K,SKU-1030,60,119400,Ecommerce,V-01,VENTA
F-011699,17-12-2025,79808856-2,SKU-1030,54,485460,Distribuidor,V-04,VENTA
F-013068,2025-10-06,72.537.492-8,SKU-1029,8,15920,Distribuidor,V-06,VENTA
F-005913,2025-07-10,71.634.481-8,SKU-1037,19,246810,Distribuidor,V-03,VENTA
F-009868,27/02/25,789809806,SKU-1010,30,269700,Tienda,V-02,VENTA
F-011308,2025-05-12,797380170,SKU-1039,49,2449510,Ecommerce,V-06,VENTA
F-002829,17-04-2025,76476979-9,SKU-1007,41,368590,Ecommerce,NULL,VENTA
F-003593,2025-05-24,76.497.584-4,SKU-1020,35,314650,Televenta,V-05,VENTA
F-014329,2025-01-30,789809806,SKU-1035,18,161820,Tienda,V-05,VENTA
F-010517,2025-10-15,789809806,SKU-1008,22,131780,Tienda,V-06,VENTA
F-004110,2025-12-22,79738017-0,SKU-1027,48,1199520,Tienda,V-05,VENTA
F-005265,2025-04-01,72.048.560-8,SKU-1015,47,2349530,Tienda,V-03,VENTA
F-013669,01-07-2025,78.536.702-7,SKU-1010,28,699720,Tienda,V-02,VENTA
F-005086,01/03/25,73660589-5,SKU-1019,11,65890,Televenta,V-02,VENTA
F-010451,02/06/25,72.048.560-8,SKU-1023,31,278690,Televenta,NULL,VENTA
F-008679,2025-01-19,72354411-7,SKU-1015,1,3490,Ecommerce,V-03,VENTA
F-010485,2025-12-02,76.124.429-6,SKU-1007,51,458490,Ecommerce,V-01,VENTA
F-002965,09/11/25,76502858-K,SKU-1025,14,699860,Distribuidor,V-06,VENTA
F-012444,2025-09-16,72354411-7,SKU-1015,24,47760,Ecommerce,V-06,VENTA
F-002555,2025-04-30,76476979-9,SKU-1029,57,2849430,Ecommerce,V-04,VENTA
F-004517,2025-07-13,73660589-5,SKU-1026,13,116870,Tienda,V-06,VENTA
F-010888,2025-01-14,78934391-2,SKU-1028,53,1324470,Televenta,V-02,VENTA
F-012819,2025-05-01,798088562,SKU-1008,48,95520,Distribuidor,V-01,VENTA
F-013452,08/06/25,76.124.429-6,SKU-1008,42,377580,Distribuidor,V-05,VENTA
F-010820,2025-08-11,76124429-6,SKU-1037,57,113430,Televenta,V-02,VENTA
F-010168,10-08-2025,77185397-9,SKU-1023,18,161820,Televenta,V-06,VENTA
F-008683,2025-12-26,791264802,SKU-1029,57,2849430,Distribuidor,V-06,VENTA
F-007327,01-08-2025,78536702-7,SKU-1013,15,134850,Tienda,V-05,VENTA
F-005604,09-06-2025,72537492-8,SKU-1025,15,194850,Tienda,V-06,VENTA
F-014616,06-06-2025,76.068.682-1,SKU-1018,24,83760,Distribuidor,V-02,VENTA
F-013450,18/04/25,77.577.833-5,SKU-1009,5,124950,Televenta,V-03,VENTA
F-008117,09/02/25,72.537.492-8,SKU-1018,24,311760,Televenta,V-01,VENTA
F-012420,13-11-2025,76.497.584-4,SKU-1002,56,195440,Distribuidor,V-04,VENTA
F-004402,30-07-2025,75804200-K,SKU-1023,60,2999400,Distribuidor,V-06,VENTA
F-002800,2025-07-22,71634481-8,SKU-1004,26,1299740,Ecommerce,V-02,VENTA
F-003774,2025-05-16,71634481-8,SKU-1027,13,168870,Distribuidor,V-03,VENTA
F-000163,04/04/25,76.476.979-9,SKU-1012,43,558570,Tienda,V-01,VENTA
F-004744,2025-02-05,71275970-3,SKU-1012,40,1999600,Distribuidor,V-04,VENTA
F-011399,2025-07-09,78.980.980-6,SKU-1009,30,749700,Ecommerce,V-03,VENTA
F-003356,26-10-2025,76.476.979-9,SKU-1014,15,194850,Tienda,V-05,VENTA
F-005160,19/07/25,75.173.072-5,SKU-1019,19,37810,Distribuidor,V-04,VENTA
F-003572,04-01-2025,78.934.391-2,SKU-1023,59,766410,Televenta,V-06,VENTA
F-010964,2025-06-10,79.808.856-2,SKU-1019,21,272790,Ecommerce,V-04,VENTA
F-009268,03/10/25,76.068.682-1,SKU-1008,20,39800,Tienda,V-03,VENTA
F-001463,2025-07-06,76502858-K,SKU-1035,28,97720,Distribuidor,V-03,VENTA
F-008154,2025-07-28,79.808.856-2,SKU-1004,21,125790,Televenta,NULL,VENTA
F-012243,2025-05-05,75.804.200-K,SKU-1033,58,1449420,Tienda,V-03,VENTA
F-003781,06-05-2025,735841803,SKU-1001,20,999800,Ecommerce,V-05,VENTA
F-014216,20-02-2025,775778335,SKU-1020,59,530410,Televenta,NULL,VENTA
F-009793,2025-04-28,789809806,SKU-1029,13,45370,Televenta,V-01,VENTA
F-008712,2025-11-15,79808856-2,SKU-1025,56,2799440,Distribuidor,V-01,VENTA
F-001519,10-11-2025,72048560-8,SKU-1040,60,779400,Tienda,V-06,VENTA
F-007679,2025-09-20,77.577.833-5,SKU-1038,60,2999400,Ecommerce,V-06,VENTA
F-003402,29-10-2025,76502858-K,SKU-1004,32,1599680,Ecommerce,NULL,VENTA
F-006071,2025-05-06,76502858K,SKU-1029,59,2949410,Televenta,V-04,VENTA
F-002724,2025-06-02,79738017-0,SKU-1031,26,233740,Tienda,V-01,VENTA
F-008405,09-08-2025,78536702-7,SKU-1021,34,305660,Ecommerce,V-04,VENTA
F-003364,2025-01-16,79808856-2,SKU-1023,53,105470,Ecommerce,V-06,VENTA
F-010523,14-11-2025,72.048.560-8,SKU-1018,50,299500,Tienda,V-02,VENTA
F-003845,23/07/25,78.934.391-2,SKU-1031,22,131780,Televenta,NULL,VENTA
F-011062,2025-07-07,76502858K,SKU-1009,13,116870,Distribuidor,V-05,VENTA
F-012576,2025-07-27,75.346.013-K,SKU-1036,14,83860,Tienda,V-06,VENTA
F-009900,07/10/25,78934391-2,SKU-1003,24,215760,Televenta,V-04,VENTA
F-003922,2025-01-07,76068682-1,SKU-1001,49,171010,Distribuidor,V-05,VENTA
F-013584,02-10-2025,79738017-0,SKU-1039,58,753420,Distribuidor,V-04,VENTA
F-010412,2025-12-29,76497584-4,SKU-1031,52,1299480,Distribuidor,V-03,VENTA
F-003314,02-01-2025,73584180-3,SKU-1010,6,77940,Tienda,V-04,VENTA
F-000587,2025-11-03,72.048.560-8,SKU-1027,8,103920,Distribuidor,V-06,VENTA
F-014403,12-12-2025,78.980.980-6,SKU-1009,44,395560,Ecommerce,V-03,VENTA
F-010149,2025-04-25,77185397-9,SKU-1038,3,38970,Televenta,V-01,VENTA
F-004633,20-08-2025,72.573.458-4,SKU-1009,42,545580,Ecommerce,V-02,VENTA
F-014272,2025-03-02,75804200-K,SKU-1001,9,80910,Distribuidor,V-01,VENTA
F-000574,2025-09-08,78934391-2,SKU-1015,7,62930,Televenta,V-04,VENTA
F-004572,2025-12-06,72.048.560-8,SKU-1024,33,65670,Televenta,V-06,VENTA
F-013252,20-05-2025,72.537.492-8,SKU-1035,44,2199560,Televenta,V-04,VENTA
F-011539,12-10-2025,75.804.200-K,SKU-1015,57,113430,Tienda,V-02,VENTA
F-012406,2025-08-26,71634481-8,SKU-1011,21,73290,Distribuidor,V-04,VENTA
F-014404,2025-07-13,71275970-3,SKU-1034,34,305660,Televenta,V-06,VENTA
F-013258,05/03/25,723544117,SKU-1010,20,119800,Ecommerce,V-06,VENTA
F-000799,14/09/25,75.346.013-K,SKU-1026,41,368590,Televenta,V-04,VENTA
F-003870,2025-04-09,77521545-4,SKU-1038,38,341620,Distribuidor,V-02,VENTA
F-009383,27-08-2025,78.536.702-7,SKU-1022,15,374850,Televenta,V-01,VENTA
F-012235,2025-07-03,78.934.391-2,SKU-1015,4,7960,Ecommerce,V-03,VENTA
F-008841,2025-04-07,75.173.072-5,SKU-1014,5,249950,Ecommerce,V-02,VENTA
F-011097,2025-06-20,76124429-6,SKU-1040,39,1949610,Ecommerce,V-03,VENTA
F-006341,11-09-2025,71.275.970-3,SKU-1026,42,83580,Tienda,V-01,VENTA
F-003993,16-05-2025,77521545-4,SKU-1022,16,31840,Distribuidor,V-02,VENTA
F-003931,24-07-2025,75.173.072-5,SKU-1007,42,146580,Tienda,V-03,VENTA
F-002446,2025-07-07,764975844,SKU-1034,25,149750,Ecommerce,V-04,VENTA
F-000598,2025-07-28,798088562,SKU-1030,15,89850,Ecommerce,V-01,VENTA
F-014278,09/02/25,72354411-7,SKU-1023,50,1249500,Ecommerce,V-05,VENTA
F-012451,2025-03-05,76.476.979-9,SKU-1034,31,278690,Televenta,V-03,VENTA
F-013694,2025-09-28,71.634.481-8,SKU-1034,3,17970,Ecommerce,V-04,VENTA
F-007836,07/05/25,75804200-K,SKU-1031,44,-571560,Distribuidor,V-04,VENTA
F-013277,19-04-2025,79.126.480-2,SKU-1027,29,724710,Tienda,V-04,VENTA
F-009775,2025-07-06,79.126.480-2,SKU-1020,55,191950,Ecommerce,V-05,VENTA
F-011912,2025-09-30,78.536.702-7,SKU-1019,12,41880,NULL,V-04,VENTA
F-006667,2025-08-27,76.476.979-9,SKU-1029,42,1049580,Televenta,V-03,VENTA
F-008640,2025-07-20,75.804.200-K,SKU-1020,5,249950,Ecommerce,V-03,VENTA
F-004207,2025-05-15,78.536.702-7,SKU-1025,55,494450,Distribuidor,V-06,VENTA
F-009372,2025-05-26,79808856-2,SKU-1007,5,-44950,Ecommerce,V-04,VENTA
F-001772,2025-08-15,78.536.702-7,SKU-1040,26,155740,Ecommerce,V-02,VENTA
F-003921,2025-04-30,76068682-1,SKU-1027,21,73290,Tienda,V-05,VENTA
F-006467,2025-11-11,723544117,SKU-1019,44,263560,Distribuidor,V-01,VENTA
F-014111,21/09/25,77185397-9,SKU-1003,46,597540,Distribuidor,V-06,VENTA
F-003040,19-12-2025,76.476.979-9,SKU-1021,44,263560,Ecommerce,V-05,VENTA
F-001709,2025-02-12,76.497.584-4,SKU-1019,7,13930,Televenta,V-05,VENTA
F-007065,2025-02-06,76.502.858-K,SKU-1026,18,449820,Tienda,V-03,VENTA
F-011110,15-09-2025,76502858-K,SKU-1031,31,108190,Ecommerce,V-02,VENTA
F-011517,16-05-2025,72.048.560-8,SKU-1027,25,324750,Tienda,V-06,VENTA
F-004169,20-10-2025,73584180-3,SKU-1013,22,1099780,Ecommerce,V-04,VENTA
F-001443,2025-02-01,78934391-2,SKU-1029,39,-350610,Televenta,V-01,VENTA
F-011444,2025-11-22,77.185.397-9,SKU-1013,42,83580,Televenta,V-01,VENTA
F-002874,13/05/25,72.537.492-8,SKU-1010,27,350730,Distribuidor,V-02,VENTA
F-010618,2025-04-07,76124429-6,SKU-1025,28,251720,Ecommerce,V-05,VENTA
F-000639,16-05-2025,79126480-2,SKU-1036,22,1099780,Televenta,V-05,VENTA
F-002064,2025-10-19,75.346.013-K,SKU-1034,55,714450,Ecommerce,V-02,VENTA
F-008867,2025-04-25,78.980.980-6,SKU-1022,40,239600,Televenta,V-05,VENTA
F-001115,2025-05-20,72.537.492-8,SKU-1028,57,113430,Televenta,V-06,VENTA
F-007638,24-07-2025,75.804.200-K,SKU-1025,20,999800,Tienda,V-05,VENTA
F-004392,2025-01-29,77.521.545-4,SKU-1033,33,197670,Tienda,V-02,VENTA
F-002485,21-02-2025,72.537.492-8,SKU-1006,33,1649670,Televenta,V-03,VENTA
F-012172,2025-05-18,71.275.970-3,SKU-1014,30,1499700,Tienda,V-05,VENTA
F-013604,2025-01-10,76502858-K,SKU-1036,28,1399720,Distribuidor,V-04,VENTA
F-011962,2025-01-12,76.502.858-K,SKU-1037,53,317470,Ecommerce,NULL,VENTA
F-012888,07-08-2025,725734584,SKU-1010,58,2899420,Ecommerce,V-04,VENTA
F-005037,09-04-2025,712759703,SKU-1032,60,779400,Ecommerce,V-05,VENTA
F-000614,2025-01-01,75.804.200-K,SKU-1025,41,2049590,Ecommerce,V-02,VENTA
F-006932,2025-02-02,735841803,SKU-1018,2,3980,Televenta,V-02,VENTA
F-000545,02-01-2025,76476979-9,SKU-1012,43,2149570,Distribuidor,V-04,VENTA
F-010307,27-05-2025,76068682-1,SKU-1009,60,119400,Distribuidor,V-02,VENTA
F-003732,09-02-2025,73660589-5,SKU-1013,32,111680,Tienda,V-04,VENTA
F-014617,2025-02-26,771853979,SKU-1033,57,341430,Ecommerce,V-03,VENTA
F-012620,2025-02-02,76124429-6,SKU-1037,28,1399720,Televenta,V-03,VENTA
F-005058,12-09-2025,789343912,SKU-1004,39,506610,Distribuidor,V-06,VENTA
F-006842,2025-03-13,77185397-9,SKU-1036,11,98890,Televenta,V-05,VENTA
F-006124,18/06/25,79.808.856-2,SKU-1025,37,73630,Distribuidor,V-06,VENTA
F-007455,09-07-2025,73660589-5,SKU-1015,15,134850,Distribuidor,V-04,VENTA
F-010689,01/12/25,75804200-K,SKU-1016,12,41880,Distribuidor,V-02,VENTA
F-002885,2025-01-09,75804200-K,SKU-1035,50,299500,Ecommerce,V-01,VENTA
F-010403,03/07/25,764769799,SKU-1030,42,377580,Distribuidor,V-06,VENTA
F-008956,2025-02-22,77.577.833-5,SKU-1029,3,149970,Televenta,V-02,VENTA
F-006825,2025-04-18,75173072-5,SKU-1021,54,107460,Televenta,V-03,VENTA
F-000940,2025-05-04,71.275.970-3,SKU-1031,54,188460,Televenta,V-04,VENTA
F-009317,2025-12-29,76.476.979-9,SKU-1003,44,153560,Ecommerce,V-05,VENTA
F-003066,2025-08-02,73584180-3,SKU-1024,2,11980,NULL,V-01,VENTA
F-001400,19-07-2025,72573458-4,SKU-1003,24,47760,Tienda,V-03,VENTA
F-004202,18-08-2025,73.584.180-3,SKU-1038,16,799840,Tienda,V-02,VENTA
F-008261,2025-11-10,73.660.589-5,SKU-1015,18,449820,Distribuidor,V-04,VENTA
F-013528,28-07-2025,78.934.391-2,SKU-1012,53,688470,Televenta,V-06,VENTA
F-002506,18-05-2025,76.497.584-4,SKU-1040,56,2799440,Distribuidor,V-03,VENTA
F-002944,2025-04-07,75804200K,SKU-1009,31,61690,Televenta,V-05,VENTA
F-012475,2025-04-21,79126480-2,SKU-1015,16,399840,Ecommerce,V-03,VENTA
F-008268,2025-09-17,72.573.458-4,SKU-1003,10,499900,Tienda,V-02,VENTA
F-007896,2025-01-29,78934391-2,SKU-1018,56,1399440,Distribuidor,V-02,VENTA
F-013109,29-10-2025,73.660.589-5,SKU-1038,22,1099780,Distribuidor,V-01,VENTA
F-012780,18/03/25,736605895,SKU-1013,57,113430,Distribuidor,V-01,VENTA
F-009321,2025-11-29,71.634.481-8,SKU-1005,26,649740,Televenta,V-01,VENTA
F-008093,15-07-2025,77521545-4,SKU-1003,23,45770,Distribuidor,V-03,VENTA
F-005723,2025-08-01,76497584-4,SKU-1023,11,98890,Ecommerce,V-02,VENTA
F-003665,13-05-2025,761244296,SKU-1001,25,149750,Tienda,V-02,VENTA
F-003539,2025-10-31,76502858K,SKU-1010,19,37810,Televenta,NULL,VENTA
F-009661,29-01-2025,720485608,SKU-1002,28,55720,Ecommerce,V-03,VENTA
F-002880,01/04/25,77185397-9,SKU-1019,43,2149570,Televenta,V-03,VENTA
F-008564,28/08/25,77.185.397-9,SKU-1036,59,530410,Ecommerce,V-06,VENTA
F-010817,2025-06-21,75173072-5,SKU-1008,37,332630,Ecommerce,V-06,VENTA
F-005141,02-06-2025,71275970-3,SKU-1037,16,55840,Ecommerce,V-05,VENTA
F-011260,2025-01-28,75173072-5,SKU-1003,4,199960,Distribuidor,V-05,VENTA
F-000066,25-09-2025,72537492-8,SKU-1017,5,249950,Televenta,V-03,VENTA
F-013784,2025-10-10,78980980-6,SKU-1001,36,899640,Tienda,V-06,VENTA
F-000653,23-10-2025,77.521.545-4,SKU-1004,55,-109450,Televenta,V-03,VENTA
F-008943,29-08-2025,76068682-1,SKU-1035,38,-75620,Ecommerce,V-02,VENTA
F-003974,23-04-2025,76.476.979-9,SKU-1004,8,199920,Tienda,V-02,VENTA
F-012500,2025-03-05,72.537.492-8,SKU-1011,40,999600,Tienda,V-02,VENTA
F-004439,25-08-2025,75804200-k,SKU-1008,28,55720,Ecommerce,V-05,VENTA
F-012866,2025-06-01,76.476.979-9,SKU-1008,5,44950,Televenta,V-01,VENTA
F-006270,23-04-2025,79738017-0,SKU-1013,15,89850,NULL,V-01,VENTA
F-009242,2025-09-25,76497584-4,SKU-1037,22,131780,Distribuidor,V-03,VENTA
F-010143,22/04/25,78934391-2,SKU-1002,44,87560,Televenta,V-01,VENTA
F-014209,2025-09-21,72.048.560-8,SKU-1022,37,480630,Distribuidor,V-01,VENTA
F-008092,23-12-2025,78536702-7,SKU-1003,44,153560,Ecommerce,V-01,VENTA
F-010182,16/06/25,73.660.589-5,SKU-1017,30,749700,Tienda,V-01,VENTA
F-010459,21-05-2025,71.634.481-8,SKU-1021,45,157050,Distribuidor,V-03,VENTA
F-009767,06-12-2025,75.804.200-K,SKU-1031,32,799680,Televenta,V-05,VENTA
F-003506,2025-05-06,78934391-2,SKU-1007,11,38390,Tienda,V-04,VENTA
F-003425,2025-11-28,79126480-2,SKU-1022,9,53910,Ecommerce,V-02,VENTA
F-009611,03/04/25,78934391-2,SKU-1025,46,2299540,Tienda,V-06,VENTA
F-010557,06/10/25,76502858K,SKU-1023,58,347420,Tienda,V-01,VENTA
F-012975,17-06-2025,76068682-1,SKU-1023,7,174930,Televenta,V-04,VENTA
F-000892,2025-06-04,71634481-8,SKU-1023,28,167720,Ecommerce,V-06,VENTA
F-004443,2025-06-07,76.068.682-1,SKU-1005,53,-2649470,Tienda,V-02,VENTA
F-010321,2025-08-06,76124429-6,SKU-1004,51,305490,Televenta,V-06,VENTA
F-009447,2025-06-20,775215454,SKU-1016,28,167720,Televenta,V-06,VENTA
F-006721,2025-03-19,75.346.013-K,SKU-1003,9,80910,Tienda,V-06,VENTA
F-007686,2025-03-15,76497584-4,SKU-1026,50,174500,Ecommerce,V-03,VENTA
F-001909,2025-10-14,76497584-4,SKU-1028,34,118660,Tienda,V-06,VENTA
F-004685,15/07/25,75346013-K,SKU-1009,11,38390,Televenta,V-04,VENTA
F-002097,2025-05-09,73584180-3,SKU-1009,44,153560,Televenta,V-06,VENTA
F-005754,08/12/25,77577833-5,SKU-1022,4,199960,Distribuidor,V-06,VENTA
F-012702,2025-01-07,79738017-0,SKU-1014,9,449910,Televenta,V-03,VENTA
F-010937,04-05-2025,72.354.411-7,SKU-1005,47,1174530,Distribuidor,V-05,VENTA
F-014464,2025-06-22,79.126.480-2,SKU-1034,26,155740,Tienda,V-02,VENTA
F-004082,2025-03-06,75.346.013-K,SKU-1003,60,119400,Tienda,NULL,VENTA
F-002186,2025-08-01,77185397-9,SKU-1027,1,24990,Distribuidor,V-05,VENTA
F-011990,20/05/25,77521545-4,SKU-1004,5,17450,Televenta,V-06,VENTA
F-012288,2025-08-08,77521545-4,SKU-1027,19,-246810,Televenta,NULL,VENTA
F-013989,2025-01-16,75.346.013-K,SKU-1036,2,49980,Distribuidor,V-05,VENTA
F-003769,01-04-2025,71634481-8,SKU-1024,18,449820,Distribuidor,V-04,VENTA
F-007374,05-05-2025,791264802,SKU-1016,15,29850,Distribuidor,V-03,VENTA
F-001196,28-10-2025,71.634.481-8,SKU-1017,21,524790,Tienda,V-05,VENTA
F-005718,10-11-2025,77185397-9,SKU-1020,58,202420,Distribuidor,V-02,VENTA
F-008583,25-02-2025,72.537.492-8,SKU-1039,39,350610,Ecommerce,V-02,VENTA
F-012395,2025-04-09,79.738.017-0,SKU-1026,6,35940,Ecommerce,V-05,VENTA
F-004317,17-05-2025,72354411-7,SKU-1016,11,65890,Ecommerce,V-03,VENTA
F-012073,11-03-2025,77577833-5,SKU-1003,41,245590,Distribuidor,V-06,VENTA
F-013977,2025-04-16,77.577.833-5,SKU-1022,39,506610,Televenta,V-01,VENTA
F-002742,2025-10-04,77577833-5,SKU-1033,59,353410,Televenta,V-06,VENTA
F-000898,17-11-2025,72537492-8,SKU-1035,52,103480,Ecommerce,V-04,VENTA
F-009462,21-09-2025,72.354.411-7,SKU-1006,50,649500,Ecommerce,V-04,VENTA
F-003126,18-07-2025,76497584-4,SKU-1039,15,52350,Distribuidor,V-03,VENTA
F-007020,05-10-2025,77577833-5,SKU-1028,32,799680,Tienda,V-02,VENTA
F-003000,2025-01-19,76502858-K,SKU-1026,28,-1399720,Ecommerce,V-01,VENTA
F-014087,17/03/25,78.934.391-2,SKU-1014,33,296670,Tienda,V-01,VENTA
F-007601,2025-04-07,72.537.492-8,SKU-1023,43,150070,Distribuidor,V-03,VENTA
F-004846,2025-09-14,716344818,SKU-1023,34,1699660,Televenta,V-04,VENTA
F-002284,2025-05-28,75.346.013-K,SKU-1037,44,395560,Distribuidor,V-03,VENTA
F-002389,2025-06-29,79808856-2,SKU-1037,30,104700,Ecommerce,V-01,VENTA
F-011796,2025-10-19,73.584.180-3,SKU-1038,31,402690,Distribuidor,V-05,VENTA
F-010305,31/05/25,771853979,SKU-1039,54,701460,Ecommerce,V-04,VENTA
F-006759,28-03-2025,79126480-2,SKU-1016,5,17450,Tienda,V-05,VENTA
F-013659,2025-03-20,789809806,SKU-1023,7,349930,Ecommerce,V-04,VENTA
F-003770,2025-08-12,77.521.545-4,SKU-1028,55,494450,Distribuidor,V-02,VENTA
F-006032,11-05-2025,76068682-1,SKU-1014,44,395560,Televenta,V-06,VENTA
F-002654,2025-04-21,79.738.017-0,SKU-1025,14,349860,Televenta,V-05,VENTA
F-000857,2025-06-22,78.980.980-6,SKU-1040,19,37810,Tienda,V-05,VENTA
F-003525,24-04-2025,76.502.858-K,SKU-1025,20,179800,Tienda,V-02,VENTA
F-009495,22-08-2025,76502858-K,SKU-1034,21,1049790,Distribuidor,V-05,VENTA
F-011709,2025-04-26,76.502.858-K,SKU-1029,57,740430,Distribuidor,V-03,VENTA
F-001151,2025-08-06,76.502.858-K,SKU-1021,30,179700,Ecommerce,V-02,VENTA
F-009602,2025-08-20,75.346.013-K,SKU-1039,6,35940,Distribuidor,V-02,VENTA
F-002339,2025-02-16,71275970-3,SKU-1039,20,499800,Distribuidor,V-04,VENTA
F-009411,30/04/25,79.808.856-2,SKU-1023,54,107460,Tienda,V-01,VENTA
F-002780,2025-04-17,75.173.072-5,SKU-1036,58,2899420,Televenta,V-02,VENTA
F-013660,05/09/25,73660589-5,SKU-1020,50,99500,NULL,V-03,VENTA
F-013846,2025-10-15,785367027,SKU-1021,13,168870,Ecommerce,V-03,VENTA
F-004953,17-10-2025,72573458-4,SKU-1028,1,24990,Ecommerce,V-03,VENTA
F-001860,2025-12-29,71275970-3,SKU-1005,8,199920,Tienda,V-06,VENTA
F-001125,06-11-2025,71.634.481-8,SKU-1021,11,65890,Televenta,NULL,VENTA
F-007435,2025-10-01,775215454,SKU-1003,24,215760,Distribuidor,V-04,VENTA
F-005209,2025-06-05,77.185.397-9,SKU-1023,3,26970,Tienda,V-01,VENTA
F-014710,16-08-2025,71634481-8,SKU-1011,8,71920,Tienda,V-05,VENTA
F-008835,2025-09-06,725374928,SKU-1013,48,167520,Televenta,NULL,VENTA
F-001832,2025-08-07,72.048.560-8,SKU-1015,52,2599480,Distribuidor,V-04,VENTA
F-009721,11/05/25,77185397-9,SKU-1002,3,38970,Ecommerce,V-05,VENTA
F-004566,23/06/25,75804200K,SKU-1018,38,132620,Ecommerce,V-04,VENTA
F-001712,2025-03-10,78980980-6,SKU-1037,24,143760,Televenta,V-03,VENTA
F-000621,2025-12-31,78.536.702-7,SKU-1031,52,103480,Tienda,V-01,VENTA
F-004036,2025-10-21,76.068.682-1,SKU-1038,51,2549490,Distribuidor,V-01,VENTA
F-001044,2025-05-26,76.068.682-1,SKU-1010,37,480630,Ecommerce,V-06,VENTA
F-009309,04/10/25,76068682-1,SKU-1035,40,519600,Ecommerce,V-05,VENTA
F-000454,2025-02-07,789809806,SKU-1013,18,233820,Ecommerce,V-03,VENTA
F-009441,28/07/25,72.048.560-8,SKU-1029,27,242730,Tienda,V-03,VENTA
F-012610,2025-08-20,78934391-2,SKU-1015,55,494450,Distribuidor,V-06,VENTA
F-007125,2025-01-17,78980980-6,SKU-1022,6,20940,Distribuidor,V-03,VENTA
F-003395,2025-11-29,75.804.200-K,SKU-1026,1,24990,Televenta,V-06,VENTA
F-002964,09-07-2025,71634481-8,SKU-1006,40,999600,Ecommerce,V-03,VENTA
F-001839,11-01-2025,79738017-0,SKU-1028,21,272790,Distribuidor,V-05,VENTA
F-002826,2025-12-03,78.980.980-6,SKU-1025,24,215760,Distribuidor,V-05,VENTA
F-013844,2025-01-23,75346013-K,SKU-1009,12,107880,Televenta,V-04,VENTA
F-012415,2025-09-29,712759703,SKU-1016,29,57710,Ecommerce,V-06,VENTA
F-009736,10/08/25,77577833-5,SKU-1004,37,129130,Tienda,V-04,VENTA
F-006913,22-04-2025,76497584-4,SKU-1008,19,37810,Televenta,V-03,VENTA
F-011384,2025-03-20,79.738.017-0,SKU-1034,32,799680,Tienda,V-06,VENTA
F-014757,24-06-2025,76124429-6,SKU-1032,26,1299740,Tienda,V-03,VENTA
F-013203,09-12-2025,723544117,SKU-1010,53,688470,Tienda,V-06,VENTA
F-009481,2025-09-07,76.502.858-K,SKU-1010,18,62820,Ecommerce,V-02,VENTA
F-006669,08-05-2025,77.185.397-9,SKU-1030,60,2999400,Distribuidor,V-05,VENTA
F-013875,2025-09-18,72.048.560-8,SKU-1011,52,467480,Tienda,V-05,VENTA
F-003623,2025-06-08,76.502.858-K,SKU-1004,46,160540,Tienda,V-02,VENTA
F-014681,04-02-2025,77577833-5,SKU-1019,12,155880,Televenta,V-04,VENTA
F-007434,25-06-2025,79808856-2,SKU-1017,55,714450,Ecommerce,V-05,VENTA
F-002533,2025-09-21,78980980-6,SKU-1008,11,142890,Televenta,V-04,VENTA
F-012539,2025-02-01,75.346.013-K,SKU-1021,49,97510,Tienda,V-01,VENTA
